966 1269
142 319 19985
142 589 32011
143 266 5952
143 564 2362
143 669 12320
144 375 8337
145 791 19632
146 260 23549
146 630 31046
146 767 8328
146 927 4692
147 187 12812
147 403 398
147 416 8838
147 698 831
147 805 7817
147 850 3216
148 285 4060
148 630 18984
149 156 26698
149 549 21439
149 931 3053
150 474 7225
150 669 13521
150 882 3799
150 914 6124
151 339 10498
151 435 21904
151 604 23228
152 351 25506
152 526 15751
153 223 3817
153 324 29588
153 667 30168
154 476 9083
154 937 19526
156 565 15165
157 487 19265
157 684 22394
158 884 5101
159 179 25370
159 284 4897
159 611 4978
160 474 4194
160 731 11424
161 587 11153
162 398 22634
162 559 9795
162 720 8521
162 770 21457
162 794 13452
162 909 20852
163 390 8726
163 452 231
164 271 13973
164 510 17542
165 474 3255
165 529 27480
165 664 7044
166 349 28396
166 474 23850
166 961 26357
167 275 24452
167 296 26952
167 453 12298
167 557 10219
167 673 8324
167 760 24366
168 853 6447
169 388 6847
169 786 29294
169 871 23433
170 881 8094
170 937 7388
171 845 6786
172 428 29106
172 916 18565
173 239 3947
173 695 7551
174 185 9798
174 504 23802
175 637 27624
175 730 27000
176 236 1622
176 336 20976
176 357 20972
176 537 4213
176 615 341
176 900 3576
177 746 23476
178 368 18550
178 683 18769
178 843 32176
179 243 6291
179 435 29662
179 794 24912
179 937 10244
180 339 20837
180 425 29200
181 907 22087
182 918 14750
183 354 27441
184 728 9477
185 416 3408
185 789 13245
186 268 15163
186 890 24853
187 815 31804
188 849 25840
189 632 4547
190 342 5518
191 909 28615
191 928 32486
192 457 21385
192 941 10007
192 945 18314
193 824 903
194 521 12434
194 612 3795
194 859 24489
195 383 19921
195 494 6500
195 504 21445
195 627 31645
196 912 21605
197 714 5310
198 439 24663
198 907 13910
198 958 28276
199 231 27155
199 291 25130
199 657 28111
200 202 21618
200 392 24173
201 293 10624
201 390 24084
201 679 9893
201 907 12165
202 435 14635
202 819 3443
203 283 11367
204 573 27261
204 796 25515
205 383 10724
205 454 31823
205 786 12664
206 401 3290
206 546 31459
207 331 15519
207 488 30641
207 633 3764
208 746 13324
210 728 29266
211 249 12449
211 549 19346
212 554 1915
212 681 24484
212 794 10414
213 614 27029
214 220 32209
214 337 32000
214 473 20462
214 622 21022
214 897 14320
215 300 10739
215 431 27680
216 311 17055
216 796 26483
217 371 2491
217 534 23709
218 240 5354
218 602 24760
218 739 13946
218 930 20266
219 782 18530
219 939 16915
220 430 31481
220 574 24435
220 736 28821
220 857 20100
220 932 24916
221 837 29065
222 452 23327
223 263 26916
223 747 16800
224 837 29010
225 668 28439
225 716 3545
225 853 22598
226 372 21425
226 907 3110
227 237 18331
228 705 31783
229 714 31991
231 653 17322
231 740 8711
232 257 23011
233 503 8167
234 596 18691
234 625 26004
234 871 3830
236 590 7130
237 628 168
237 745 21200
237 748 27916
238 263 18661
238 272 14849
238 400 14582
238 878 18187
239 636 9056
240 326 17262
240 660 23220
241 562 17578
242 317 5574
243 444 1667
243 645 3310
243 755 30683
243 828 904
243 880 23410
243 890 3186
244 385 17015
244 612 22543
245 426 32404
246 407 8062
247 424 11158
248 440 9870
248 621 32642
248 685 20371
248 794 15586
249 951 10901
251 274 4957
251 615 4224
252 280 21941
252 633 14549
252 702 4777
252 823 28055
252 831 8208
252 872 1531
253 256 17215
254 514 13790
254 613 26598
254 937 6925
255 422 28075
255 447 13919
255 499 18617
255 640 15770
256 286 12902
256 518 20797
256 745 13338
257 294 16441
257 366 16395
257 427 30700
257 771 7562
257 808 9698
258 684 10926
258 795 30086
259 475 6862
259 509 31326
259 934 17379
260 382 4559
260 499 2234
260 920 3992
260 940 9715
261 679 24317
261 742 10997
261 800 13766
263 594 29362
263 728 24880
263 914 7648
264 731 3563
264 943 11508
265 268 19373
265 353 8317
265 414 25938
265 650 8706
267 299 4938
267 957 12321
268 409 30384
268 529 24710
269 597 21738
269 650 17681
269 704 7800
269 935 31737
270 734 15878
270 941 24990
271 276 4399
271 525 12055
271 643 28857
271 801 1633
272 412 436
272 638 16594
272 864 2364
273 537 621
273 607 2529
274 440 25288
274 544 5347
274 886 5895
275 780 5208
277 372 31981
277 535 15565
278 621 1106
279 559 2100
280 383 31520
281 383 9479
281 756 25022
282 760 2013
283 511 12540
283 716 27411
283 836 5133
284 356 11521
284 851 30547
286 360 23362
286 446 23087
286 476 12349
286 806 25582
287 303 26710
288 609 28469
289 359 28004
289 514 4739
289 949 24202
290 500 31498
290 794 16942
292 549 2313
293 627 1581
295 698 2400
295 802 7053
296 525 11133
297 432 18699
298 331 32669
298 443 31322
300 318 8182
301 516 29154
301 637 31662
301 766 21349
302 444 16019
303 581 11315
304 353 1498
304 791 29419
305 669 5115
306 461 26984
307 568 13315
308 425 14903
309 691 12913
310 475 5742
310 603 19640
312 762 4188
312 793 26867
313 725 14990
313 811 25691
313 895 6206
314 394 6808
314 846 15639
314 917 1832
315 342 27512
315 763 29953
316 868 12707
319 864 4336
320 437 3708
320 477 25105
320 485 12752
321 383 30129
321 413 17065
321 566 29800
321 591 1339
321 622 12151
321 916 23987
322 473 21062
322 505 20403
322 534 6842
322 780 12109
323 621 11950
323 750 14539
323 751 29711
325 760 2728
326 562 25503
326 738 718
326 820 27370
326 895 4009
326 921 21657
326 927 6544
326 949 15046
327 345 23857
327 430 17262
328 687 22356
328 709 4547
329 724 26555
332 422 13008
332 784 31369
333 432 32340
333 518 3002
334 881 28438
335 490 10270
335 680 29803
338 422 23805
338 535 1824
340 607 23562
341 948 32576
343 702 6689
344 460 26758
344 569 4168
344 708 28772
345 549 3248
345 711 8089
345 809 19965
345 856 7560
346 537 6301
346 873 5021
347 368 17019
347 578 4521
347 637 6066
347 834 13130
347 864 24429
348 531 1030
348 541 9472
348 858 2167
348 889 2285
348 922 349
350 367 14087
350 483 3958
350 903 4210
351 375 28822
351 487 11378
351 724 5970
351 914 906
352 862 8856
353 507 32129
353 581 20481
353 651 3605
353 700 30342
353 702 9892
354 658 2429
355 517 32108
355 906 13200
356 848 6372
358 689 3551
358 749 14786
358 924 11493
359 691 24680
359 842 15845
359 862 14302
359 923 26297
361 587 26081
362 768 2541
364 370 2538
364 830 8501
365 397 17483
365 675 3055
366 662 14666
368 779 15629
368 891 6897
368 929 14439
369 759 32309
370 673 20437
370 681 8545
371 601 30322
373 911 19358
375 585 25404
376 508 655
376 520 29572
377 556 1651
378 397 19393
378 475 1864
379 463 16312
379 860 6769
380 394 18555
381 420 31428
381 618 21669
382 384 1171
382 475 17529
382 652 29619
383 656 13940
384 449 14944
384 613 13596
385 628 946
387 948 13804
388 415 24401
388 844 30723
389 404 29114
389 607 17935
389 752 32659
390 762 1287
391 694 19268
391 735 23712
393 880 9661
394 895 24947
395 435 8564
396 487 12881
397 484 20631
398 456 3687
398 512 12808
398 858 25131
398 923 16720
399 850 1158
399 941 26191
400 532 29932
400 759 23732
401 739 770
401 813 6112
402 714 16592
403 780 20684
404 501 16278
404 575 20433
404 857 14000
405 573 26712
405 906 10829
406 487 26869
408 610 17175
408 777 6449
410 943 31523
411 834 17037
412 480 4640
412 743 7766
413 586 23549
413 874 32311
414 512 4165
414 690 31749
415 803 13576
417 575 21145
417 587 11417
417 599 875
418 783 5941
419 761 29853
420 557 2949
420 765 2705
420 884 3006
422 474 6825
422 572 26455
422 777 11575
423 778 18970
423 857 25916
424 805 1819
425 714 1622
425 862 25576
425 914 30002
425 938 8363
426 446 9427
426 917 23599
427 467 18699
427 819 1312
429 707 28913
429 757 21763
430 758 17259
430 793 23071
431 892 30240
433 569 15658
434 576 7355
435 442 19075
435 451 29661
436 613 13696
436 677 27500
437 445 13688
437 703 12709
437 710 6059
438 488 17240
438 685 3473
438 717 28280
438 729 15136
438 815 28229
439 444 2991
439 767 12161
441 700 2211
441 903 30652
441 926 18700
442 619 12735
442 655 8970
442 705 11866
442 827 5836
443 942 1292
444 921 3441
445 453 21428
446 569 10113
446 634 7485
446 672 9206
446 678 16864
446 873 23427
446 879 31274
447 450 29627
448 770 9220
449 725 7235
450 816 17872
451 539 13578
451 764 26889
452 692 1520
453 796 22655
453 809 23729
454 783 20659
455 535 31291
458 773 9137
459 964 24742
461 819 10411
463 535 22142
464 717 25850
464 733 3488
465 652 10213
465 695 19598
466 529 10670
467 543 7847
468 571 3151
468 702 29613
469 770 17534
470 780 7628
470 863 11061
470 908 804
470 946 31348
471 495 21140
471 567 26907
471 774 6479
472 915 21718
474 561 10078
474 943 29516
475 524 6857
476 773 28427
478 559 13696
478 885 14375
479 679 25554
481 485 4944
481 905 18053
482 816 5361
482 945 9134
483 810 17702
484 487 22103
486 843 6898
487 604 10998
488 760 32288
489 521 25359
489 754 27436
489 862 31208
490 653 29763
490 736 18947
490 864 5362
491 512 28359
492 858 20671
493 781 630
494 768 2502
494 912 14113
496 523 4246
496 704 1413
497 808 25365
498 735 23657
499 634 12846
499 792 12629
499 811 12185
499 824 11925
499 860 27687
499 942 19973
500 727 1600
501 694 23129
502 545 25262
503 623 19299
503 808 32400
503 948 11272
504 622 26651
504 961 2216
506 874 27365
507 595 11984
507 790 26610
507 830 14710
508 730 4549
509 821 11134
509 884 1693
510 831 29240
510 843 27726
511 592 6871
511 849 30729
511 867 30858
512 887 17376
513 849 28913
514 582 23703
514 639 13370
514 694 20203
515 607 2389
515 730 11349
515 906 22397
517 774 18296
518 770 21808
518 801 9230
519 552 20926
519 653 671
522 634 25256
522 706 13374
523 788 31602
523 824 2471
524 562 1367
524 609 15795
525 672 27673
526 556 26108
526 556 24562
527 555 4439
528 648 16368
529 636 11857
529 711 27141
530 661 4525
530 724 3581
534 765 24297
538 816 32364
540 550 10221
540 692 11392
540 742 2948
543 873 16136
545 563 14213
546 667 30481
546 764 12079
547 759 12760
547 765 32638
549 612 647
549 686 19176
549 686 6690
549 863 12182
549 915 25687
551 773 14386
552 965 577
553 681 11062
553 957 29291
555 637 15336
555 753 23618
559 793 27938
560 610 19342
560 700 358
562 703 22207
562 763 23316
562 905 3083
564 895 3239
564 903 9130
566 909 5789
568 918 22582
569 837 29218
570 716 27806
572 934 10169
574 641 18758
574 784 1415
576 627 15543
576 896 10180
577 594 9686
578 593 15314
579 895 4771
580 582 13735
581 798 28108
583 766 2580
584 618 27323
584 675 4998
585 760 1005
585 905 4695
586 607 31150
587 614 3374
587 730 8598
588 716 1417
590 907 9726
592 951 12892
594 712 19050
595 790 6742
598 835 6288
600 618 27718
602 670 8721
602 799 21399
602 915 26915
604 626 5611
605 789 24151
605 817 14839
605 950 2684
606 659 20681
608 895 2518
609 802 19463
611 752 8854
612 843 29138
612 907 9974
614 740 24209
614 935 10510
614 962 7019
616 763 25916
617 741 515
619 840 21667
620 677 1219
620 717 30530
620 734 7318
620 948 31391
622 652 8126
623 663 32616
623 668 2454
625 789 10639
625 798 8701
625 813 12221
626 721 19719
626 822 4022
627 765 30077
627 876 13303
628 668 5153
628 924 7397
629 805 4025
629 836 17418
629 946 21729
632 882 24870
632 895 19082
633 792 6063
634 808 11365
634 914 600
635 653 32383
636 847 27133
638 918 31739
639 674 28729
639 744 32131
641 791 31076
643 918 30760
645 710 5361
646 675 20005
646 739 29149
649 755 26284
650 742 32030
652 957 3049
653 702 19645
654 929 9141
657 758 5503
658 742 20893
659 700 11340
660 952 1905
661 789 25447
663 801 2154
663 878 4127
665 678 8882
665 681 14474
666 924 20996
667 885 16850
671 753 18476
672 940 13078
674 815 5006
675 781 18887
677 753 28242
682 961 5102
685 795 23766
687 768 23130
688 915 29100
689 953 2901
691 705 27717
691 780 30115
695 878 30941
696 864 10131
697 786 22649
698 705 6717
699 816 1000
699 858 14019
699 912 30165
702 780 9441
702 914 7839
704 860 26111
705 825 11683
707 865 211
709 848 21598
709 881 18610
710 737 27248
713 882 22295
713 962 32063
714 941 25144
718 857 23204
719 893 17296
721 801 24025
723 860 28507
726 761 11798
726 963 12187
727 818 14613
727 847 17594
731 965 1280
732 748 2209
735 928 24148
737 806 12126
741 753 24490
741 926 2236
742 833 11852
743 787 5755
743 803 15201
743 805 5296
744 910 8210
744 941 1342
747 830 718
747 962 23679
749 896 13134
751 962 27323
752 912 4039
755 806 15656
759 888 16355
760 866 16750
763 838 30781
765 961 17442
766 824 27228
769 961 2933
771 933 3230
779 944 12918
779 955 28034
780 852 8918
780 965 24962
782 915 24721
786 815 4932
787 949 586
794 922 30954
796 875 7236
796 947 5943
801 900 25923
804 932 19716
807 897 24589
810 831 27908
810 893 19592
811 864 6449
811 961 3862
812 926 27083
814 904 3908
821 965 22490
822 911 30915
822 954 18741
824 845 6077
825 837 6544
826 943 17106
832 909 19226
834 873 5056
835 886 1823
839 889 11417
839 917 20785
841 860 10050
843 884 5709
844 860 22419
850 900 2255
852 905 1705
854 869 6265
858 881 10082
858 891 13217
859 883 16545
861 932 1790
864 877 28065
868 947 25335
870 947 6595
876 919 8317
895 918 25219
902 930 2342
906 913 5212
911 957 4087
924 964 13640
938 950 15173
941 959 8338
956 960 14633
636 923
2 4 6 7 9 10 11 12 13 16 17 18 19 20 21 23 24 26 27 28 29 30 31 35 39 41 43 46 47 48 50 51 53 54 55 57 58 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 97 99 100 101 102 103 107 109 111 112 115 118 122 124 125 126 128 130 131 132 133 134 136 137 138 139 140 142 145 146 147 148 149 150 153 155 156 157 158 159 162 164 165 166 167 168 169 171 173 174 175 179 180 183 184 185 186 189 190 192 194 195 196 199 200 201 203 204 205 206 207 209 210 211 212 213 215 220 224 226 228 235 237 238 241 242 243 244 246 248 254 256 261 262 263 264 265 266 267 268 269 270 272 273 274 276 279 282 284 285 286 288 290 292 293 294 295 296 310 320 325 327 328 329 334 335 337 340 342 343 344 345 346 349 351 353 355 358 362 363 364 365 366 367 368 369 370 371 372 373 374 375 376 377 380 381 382 383 384 385 386 387 390 391 392 393 394 395 396 397 400 402 404 410 411 412 413 414 417 418 420 421 427 429 430 432 433 434 435 436 437 438 440 443 444 445 446 452 453 454 455 456 457 458 459 460 461 462 463 464 465 466 469 470 473 474 475 476 477 478 479 480 481 482 483 484 485 486 487 488 489 490 492 493 494 495 496 497 499 500 501 502 503 504 507 508 511 513 517 518 519 520 521 523 524 527 528 529 530 531 532 533 535 536 537 538 539 540 541 542 543 544 545 546 547 548 550 551 553 554 555 557 558 566 569 570 572 573 574 575 576 581 582 583 584 585 586 587 588 589 592 594 597 598 599 600 604 605 606 607 608 609 610 611 612 615 616 617 618 619 620 621 622 623 624 625 626 628 629 635 636 639 640 642 644 645 646 650 652 653 656 658 661 662 663 666 667 668 669 670 671 672 673 674 675 676 677 678 679 680 685 688 689 690 691 694 695 696 698 699 700 701 702 706 707 709 711 712 713 714 715 716 717 718 719 720 721 724 726 727 728 729 730 731 732 733 734 735 739 741 748 750 753 756 759 761 762 764 765 766 767 768 769 770 771 773 774 775 776 777 778 779 780 781 782 783 784 785 786 787 788 789 790 791 792 793 794 795 796 797 798 799 800 801 802 803 804 805 806 807 810 811 812 813 814 815 816 817 818 819 820 821 822 823 826 827 828 829 830 831 832 833 834 835 836 837 838 839 840 841 842 843 844 845 846 847 848 850 852 853 854 856 857 858 859 860 861 864 865 867 868 869 870 871 872 873 874 876 877 878 879 880 881 882 883 884 885 886 887 888 889 890 891 892 893 894 895 896 897 900 904 905 906 907 911 912 913 914 915 916 917 918 919 924 926 928 930 934 935 936 938 939 940 941 942 947 948 952 953 957 960 961 965 966 
496 397
938 782
848 159
347 911
265 320
749 174
740 201
781 445
718 270
613 630
496 200
665 538
711 315
659 728
606 624
935 78
528 246
60 222
873 578
597 214
660 827
882 380
286 663
954 752
271 154
935 599
765 778
356 438
30 347
910 557
77 244
754 425
655 136
85 114
110 619
314 931
490 383
643 806
352 178
869 720
387 920
945 574
151 911
493 831
703 592
617 617
309 948
368 509
117 808
749 595
618 595
648 663
582 913
81 70
649 591
290 560
892 194
577 933
572 726
803 97
396 940
575 695
399 185
902 319
524 713
760 431
767 955
948 581
196 196
962 169
553 830
812 930
277 606
216 609
713 26
840 116
929 334
703 169
741 369
331 443
805 785
398 804
297 272
7 294
890 273
15 839
430 33
808 263
958 48
109 289
327 834
951 388
548 713
330 22
45 185
549 949
330 555
922 710
14 152
613 902
419 233
437 368
159 216
483 263
963 70
444 99
612 400
416 787
686 322
806 679
98 155
150 495
462 32
483 367
237 101
398 464
922 964
616 426
763 636
835 483
465 691
156 501
858 861
940 78
94 22
299 376
191 120
453 269
187 871
730 857
649 949
685 79
811 855
581 421
695 375
832 771
896 754
50 71
20 397
640 219
862 182
778 583
22 643
821 49
709 299
431 620
142 384
690 709
948 911
227 321
741 811
7 912
262 318
568 315
54 374
872 868
540 889
62 657
427 639
293 135
475 87
74 892
834 321
419 937
401 603
124 579
899 256
843 830
498 351
237 778
266 127
145 501
680 621
586 288
566 49
630 383
305 476
826 267
417 648
674 759
536 86
786 197
531 125
593 236
344 950
116 448
521 97
660 786
453 621
862 691
75 651
674 357
343 455
4 874
698 192
148 693
924 879
581 824
441 855
425 480
305 302
239 653
631 626
502 125
213 449
81 8
624 568
797 68
56 381
206 569
689 151
260 965
766 431
561 653
419 113
143 233
668 704
428 535
74 488
557 416
600 425
194 422
501 804
460 122
93 402
411 670
106 437
168 391
290 225
680 442
883 308
493 845
740 307
370 762
435 220
343 291
539 298
119 151
99 567
576 533
502 837
46 153
548 277
130 90
166 800
602 395
422 266
927 404
267 559
352 478
656 416
475 684
437 505
418 643
215 8
181 129
731 171
411 414
152 894
814 962
312 934
5 382
35 577
955 262
330 919
755 429
893 837
122 306
766 836
552 119
858 308
960 120
518 771
739 507
360 514
119 492
45 314
139 837
824 110
649 517
138 715
628 879
819 414
516 319
580 61
810 255
584 844
558 378
705 120
49 50
854 549
449 551
830 657
184 743
427 689
871 743
463 642
893 796
357 804
480 478
40 835
305 240
946 15
387 335
719 854
937 108
757 234
94 783
633 800
148 686
677 179
533 226
203 296
100 598
575 88
745 170
638 264
833 50
40 213
415 832
203 646
219 451
333 207
297 240
684 720
797 769
760 597
150 551
709 258
756 222
43 191
903 191
368 75
194 884
150 26
817 563
945 88
144 367
326 859
855 576
495 337
826 692
190 966
141 190
419 241
324 314
560 200
297 7
336 313
880 938
917 847
323 448
345 21
2 670
614 785
730 31
758 632
652 560
740 369
673 883
449 129
810 890
312 149
102 645
895 151
187 524
377 490
537 225
847 187
725 878
512 644
338 338
750 751
402 225
498 29
850 138
858 639
221 666
635 281
202 605
20 488
261 814
758 614
961 78
354 499
291 765
555 265
74 930
930 903
144 175
926 111
493 891
217 881
290 40
371 746
460 178
729 689
60 418
600 854
768 713
111 2
327 79
791 195
157 647
928 198
852 113
767 837
136 728
361 724
455 629
545 49
487 842
458 955
412 511
854 87
76 612
610 505
241 680
402 379
558 118
2 815
87 679
133 706
371 731
437 208
323 822
581 312
687 68
949 616
819 820
641 224
686 559
549 355
348 386
906 743
182 115
293 353
406 840
277 947
420 572
930 434
839 689
151 79
324 528
293 953
644 821
603 183
359 80
186 436
749 398
132 228
583 456
751 65
63 275
851 251
448 598
603 593
219 629
223 772
345 586
662 446
234 319
592 947
472 114
806 99
293 466
255 733
319 211
232 412
151 34
51 929
219 481
593 860
103 788
87 88
631 322
954 647
460 798
560 660
445 263
351 496
816 904
728 501
521 167
121 908
583 26
854 746
517 647
245 694
216 678
476 455
815 187
946 73
202 210
124 348
342 731
685 54
744 650
362 581
288 512
8 196
171 340
182 197
835 32
311 234
959 523
291 650
505 185
117 241
136 117
45 200
51 232
329 117
524 172
234 222
555 179
890 881
414 71
776 214
566 106
791 22
667 65
695 396
919 31
19 13
651 709
293 545
402 14
838 116
241 494
779 665
962 554
117 680
665 426
954 364
786 849
43 463
283 648
432 517
125 776
406 943
142 729
428 646
937 877
348 546
808 230
752 234
89 648
79 458
142 429
324 577
542 97
654 131
691 161
278 779
108 430
739 80
430 367
34 872
946 283
27 955
181 483
128 360
204 957
713 946
750 779
605 843
484 731
674 668
631 24
370 264
519 47
464 60
679 452
141 755
661 153
598 172
783 19
251 449
425 571
313 75
392 424
55 87
355 738
447 685
640 212
286 784
839 689
435 868
431 441
174 701
144 923
913 607
69 96
785 118
666 216
285 776
548 66
158 272
456 334
382 9
965 294
818 498
597 666
754 655
284 272
626 285
94 880
342 241
341 524
755 745
817 26
544 130
706 1
641 516
29 330
514 265
752 320
191 443
857 152
32 260
546 370
613 181
148 464
325 786
487 783
407 205
364 806
103 219
219 933
748 73
71 280
943 430
868 166
669 902
651 509
960 924
351 830
317 2
733 48
811 185
454 761
387 69
631 20
576 246
896 262
785 36
441 32
351 466
186 851
165 55
691 58
722 856
551 449
323 615
171 301
924 343
865 92
478 185
909 407
589 249
776 930
651 817
746 184
459 202
266 394
635 155
629 389
732 295
156 212
581 708
398 555
226 361
277 750
52 306
241 553
328 668
505 415
192 649
496 891
455 759
373 47
495 617
830 792
610 389
486 39
247 295
355 819
427 176
744 515
589 320
316 529
117 765
521 771
927 950
959 895
783 226
751 729
500 836
597 113
569 677
128 179
740 191
739 429
707 938
628 474
846 250
870 853
569 52
158 521
462 300
256 277
321 806
395 56
614 343
913 618
811 567
129 552
170 450
956 438
533 28
671 491
214 100
347 710
885 808
469 15
819 155
196 909
16 704
166 958
87 658
656 341
44 531
584 520
458 145
467 486
628 416
664 842
929 897
882 770
251 652
440 753
259 99
559 280
369 231
566 163
656 384
462 736
319 90
335 309
68 337
185 586
75 720
111 579
877 830
646 448
379 199
701 189
420 817
876 110
86 682
178 755
144 191
870 958
849 875
20 249
838 366
264 611
178 83
312 946
128 153
612 570
145 83
932 129
217 966
426 941
95 476
197 658
869 885
83 605
326 668
66 644
845 294
229 802
599 138
499 183
198 956
306 401
798 67
526 38
904 457
399 936
876 211
637 950
495 199
223 842
550 95
762 198
501 617
775 880
475 221
583 730
618 790
278 105
91 750
519 831
43 72
694 636
962 276
490 675
726 912
265 458
868 31
179 32
470 545
188 353
50 70
414 754
587 895
902 143
668 155
919 122
509 650
144 293
448 420
314 176
848 135
864 769
764 252
113 120
777 693
749 138
820 258
518 177
369 792
292 532
937 191
560 912
446 268
383 450
532 182
682 505
398 763
646 643
88 781
448 771
812 386
319 709
862 411
323 957
708 58
408 29
258 626
69 77
258 847
711 621
770 317
914 227
133 838
886 508
22 621
626 922
137 356
830 315
473 402
84 196
439 110
950 811
517 661
753 621
905 656
407 614
118 632
118 399
171 470
827 352
105 801
841 219
729 118
838 400
91 939
812 158
964 717
552 750
915 332
69 464
472 691
430 759
796 66
165 779
958 794
353 758
16 364
493 576
875 368
734 257
593 82
329 845
883 514
576 169
793 814
831 908
272 225
677 204
331 399
855 571
294 180
293 900
841 607
320 751
235 892
885 744
172 508
266 887
93 352
199 880
9 251
73 917
165 598
793 399
558 684
815 654
246 767
