958 1554
341 558 12240
341 588 21020
341 616 22639
341 719 14346
341 944 4911
342 465 32520
342 485 21917
343 631 18852
344 588 13103
345 508 13084
345 534 5790
345 615 27297
346 562 4459
347 415 19242
347 644 30597
347 804 27298
348 915 23512
349 404 9655
349 582 23929
350 429 16119
350 602 34
350 676 7040
351 391 25147
351 906 8228
352 428 23435
352 940 31219
353 527 1910
353 773 25930
354 692 23860
354 778 2624
354 930 32597
355 684 11647
355 859 18656
355 866 27249
355 935 22574
356 514 26097
356 651 14022
356 656 9525
356 661 10788
356 889 31218
356 900 18023
356 957 29987
357 825 21580
357 899 29252
358 431 19344
358 549 30248
359 742 27934
360 514 19978
360 897 8824
361 752 3571
362 678 16852
362 820 27969
362 948 31340
363 550 13160
363 735 20489
364 804 20795
365 669 8513
365 829 18868
365 903 8345
366 785 15406
367 458 22129
367 513 11209
367 661 5457
367 922 17606
368 448 11329
368 638 28669
368 906 16326
369 440 15631
371 468 30586
371 599 7512
372 434 27226
372 603 19033
372 624 4080
373 544 8176
373 729 7236
373 739 27693
374 537 6511
377 687 11897
377 730 8083
378 441 11620
379 462 1052
380 396 30521
380 475 14553
380 649 5549
381 941 24179
382 509 24091
382 680 5958
382 948 20250
383 402 3838
383 898 31778
384 521 12955
385 392 28540
385 589 6572
385 707 28784
385 877 1360
385 930 7867
386 568 7677
387 505 19519
387 888 9289
387 893 11783
388 420 13227
389 832 13725
389 841 32471
390 668 25372
390 867 14797
391 431 23985
391 657 23999
392 570 25103
392 646 22119
392 803 21968
393 509 1349
394 429 12991
394 952 32686
395 948 18197
396 948 9919
397 829 17151
397 854 15340
397 857 16008
398 681 15776
399 422 6101
400 513 32750
400 782 4473
400 850 2938
401 438 20497
401 503 19745
401 957 13295
403 771 26100
403 847 18165
404 502 12488
405 934 5095
405 946 22926
406 469 14680
406 475 4631
406 776 13883
406 830 13327
407 786 745
407 839 8493
408 646 24050
408 659 31175
408 890 11070
409 439 31577
409 706 19481
409 786 24195
409 830 4288
409 890 22391
410 432 23549
410 463 9583
411 668 31932
412 488 12625
413 541 7133
413 630 27911
414 465 29187
415 491 25130
415 535 26288
416 436 30027
416 871 1113
417 488 4999
417 577 21295
417 923 2797
419 741 4470
420 908 22540
421 495 18732
421 708 4753
422 677 15256
422 718 12692
422 902 31983
423 465 11475
424 536 917
424 596 3208
424 648 4763
425 623 31842
426 554 29368
428 544 28844
428 957 8412
429 558 4759
429 957 27785
430 629 2970
430 648 29567
430 695 16570
430 768 22630
430 846 26307
430 946 15348
431 619 6741
431 810 24830
432 588 24562
432 921 13281
433 763 23912
433 802 14350
433 840 30800
433 848 18881
435 670 5227
436 558 1716
436 846 8451
437 551 28412
437 950 3522
438 600 17815
440 835 25374
440 856 24650
441 530 20668
443 609 14477
444 658 18400
444 787 23562
445 922 28031
446 594 19845
446 807 12517
447 627 1023
448 527 16382
448 720 19537
448 908 10913
449 490 22752
449 782 3363
450 602 5482
450 742 7048
450 827 14021
450 899 15428
452 806 299
453 558 10165
453 611 10914
453 937 26136
454 737 14964
454 810 13444
455 732 18716
457 749 32024
458 719 21880
459 868 32701
461 565 27891
461 599 7315
461 817 14377
462 523 4245
462 559 11168
462 910 5364
463 761 2122
463 837 7320
466 499 26188
466 864 7974
467 483 31544
467 701 31561
468 540 15306
468 685 20662
469 701 22099
469 762 13463
470 608 1757
470 854 573
471 938 6029
472 950 29301
473 571 4459
473 873 26093
474 937 27117
475 522 13289
475 654 14750
476 675 11141
477 530 27107
477 687 31916
477 700 20748
477 755 22117
477 877 18119
477 881 31078
478 558 24933
479 597 1384
479 602 18935
481 944 12313
482 920 20073
483 510 28004
484 550 2001
484 948 27663
485 656 25883
486 825 24001
486 912 19230
489 653 1033
489 757 21125
489 901 24094
492 677 10002
492 821 27112
494 642 24550
494 869 25102
495 703 28043
496 561 10484
497 648 1646
497 771 17240
497 948 4253
498 568 844
499 622 206
500 627 28926
502 743 30459
503 889 3442
503 916 13462
503 920 30850
504 641 8190
504 693 28809
504 717 8543
504 811 14460
505 908 23887
506 753 1628
507 550 31397
507 906 10377
508 724 21731
509 555 30197
509 606 26665
509 645 12355
510 559 2600
510 571 23170
510 571 17451
510 574 14637
511 626 28696
512 771 860
513 767 567
513 831 23471
513 946 3936
514 632 15215
514 879 5717
515 815 24018
516 555 3405
516 567 21599
517 588 28183
518 674 1176
518 743 12551
519 599 20144
519 635 10688
519 764 17356
520 637 7743
521 604 14377
521 652 24607
522 870 16048
524 795 26212
524 829 20343
526 779 17584
527 532 13404
528 710 27621
528 792 15343
528 949 29635
529 762 1785
530 557 11988
531 661 24820
532 683 22435
532 738 7163
534 662 32078
535 646 1142
535 708 28189
535 768 6832
536 607 25585
536 713 4905
537 759 9072
538 840 4579
539 572 9491
539 904 31877
540 651 13894
540 852 2103
541 619 27242
541 775 25944
541 928 29819
542 603 31614
546 881 11053
547 918 550
548 633 1023
549 636 19362
549 782 7185
549 955 7679
550 554 1081
550 886 20945
551 667 29324
551 953 31204
553 661 279
553 937 10059
554 603 23563
554 754 5115
554 808 10814
554 892 27880
555 728 8931
555 822 22035
556 899 19665
558 713 1592
558 857 11775
559 631 16024
561 640 11142
561 747 28499
561 756 15656
561 842 11493
562 815 18066
563 658 29761
563 707 25526
563 936 32590
564 742 9109
564 863 25075
566 579 2365
567 659 20675
567 732 25513
567 926 10696
568 825 17312
568 932 25700
569 611 15213
570 610 22666
570 617 30403
572 833 17508
572 841 1892
575 860 1040
576 713 21103
577 704 18586
577 848 24639
578 686 26679
579 813 6465
579 860 1307
580 649 24899
581 708 5185
583 787 32740
584 816 18494
584 914 1257
586 641 3944
587 794 30403
589 654 14613
589 702 11905
589 830 14225
590 928 4978
591 744 2315
592 708 21204
593 771 31305
595 677 23575
599 906 29093
601 677 18399
601 775 16355
601 909 11646
602 604 26246
604 848 21852
605 697 19174
605 765 3044
605 775 10842
608 786 20172
609 657 25624
609 675 847
610 839 31526
612 737 11024
612 749 10716
614 821 17057
614 828 29086
615 874 1084
616 677 13891
616 816 6224
618 822 22480
619 934 1149
621 840 6322
621 844 32332
621 875 27215
622 863 24313
623 837 18164
623 931 15725
624 863 31691
626 676 24292
627 668 13680
627 786 9936
627 895 9583
628 652 22891
630 703 9812
633 807 23769
634 796 18448
634 950 10109
636 651 7025
636 652 21501
637 874 6600
638 777 30457
638 792 12488
639 783 31567
639 859 16225
639 871 6446
641 674 7720
643 870 32418
647 675 3043
647 791 27095
649 717 13882
653 874 10447
656 677 29832
656 823 3021
656 955 21688
658 666 15418
659 804 26295
659 941 20046
660 721 14706
661 725 25732
661 900 2542
663 744 10055
663 931 9093
664 763 27728
666 846 21598
667 841 15889
668 940 25609
669 684 27571
670 714 17887
670 946 3162
671 852 5260
672 701 25604
672 798 8738
673 787 31207
673 944 17444
674 916 13011
675 678 21410
675 703 26871
675 810 24321
677 725 32695
677 757 14528
677 781 3001
677 846 28669
677 889 5436
680 777 27196
682 762 12025
682 918 13215
684 706 23151
684 801 5613
685 699 304
685 729 27436
687 769 14720
687 906 21962
688 950 26993
689 831 20661
690 816 4779
694 702 11938
694 723 12841
695 827 11205
696 718 28803
696 912 12544
697 914 18833
698 901 1558
698 941 8789
699 821 25775
702 748 1759
703 750 29307
705 924 4132
708 854 10886
710 806 26899
713 938 4094
714 768 4522
716 822 12464
717 761 5840
717 827 30008
718 786 1878
719 927 2426
720 784 5791
722 755 4680
726 755 4823
726 895 22126
727 825 24258
728 953 10754
731 753 843
731 754 22778
732 816 21085
733 924 6899
736 846 28296
736 958 14283
738 740 22764
738 753 16965
738 854 15069
738 909 8934
739 916 6414
743 933 25432
744 801 28936
745 749 25455
746 889 3051
750 948 16529
752 772 18637
753 878 25541
754 829 22444
755 931 18246
758 759 3827
761 831 29558
763 845 8431
766 892 4466
771 818 11130
772 820 883
774 827 20555
776 784 11150
776 903 6658
777 869 30628
777 897 3903
779 810 30876
780 872 22196
782 805 32194
786 796 22662
790 818 4516
794 889 11680
796 918 24170
796 933 2522
797 908 28091
800 830 29393
800 869 30176
801 917 22781
806 844 8121
809 813 30826
812 837 10984
812 846 1739
815 824 28622
815 934 23130
817 879 27593
817 904 12799
819 923 14442
822 934 28458
822 946 6778
826 938 26716
830 927 17448
830 946 175
833 861 23866
833 913 23613
834 835 30715
838 914 11671
841 895 28407
842 928 28062
843 918 11090
844 941 17356
845 871 30994
846 936 178
852 893 3661
854 956 21693
855 919 14879
867 896 7586
868 886 2015
868 928 11277
875 915 9278
875 954 5266
883 890 30753
884 957 14957
886 918 21388
887 898 364
889 913 152
890 929 27365
891 949 19779
900 948 6465
928 942 14407
931 956 19824
937 941 2486
12 981
132 287 300 481 587 603 626 683 754 825 867 870 
355 787
716 256
488 800
949 946
105 359
487 705
227 795
827 294
519 325
134 879
607 462
361 739
61 673
515 611
662 182
748 433
288 550
618 130
633 916
419 217
447 603
618 519
136 478
548 921
925 555
633 474
707 493
394 843
508 114
106 162
88 906
856 671
703 192
164 593
862 553
683 169
658 491
41 173
458 250
389 920
504 265
203 136
322 646
736 279
613 115
42 313
883 465
810 214
662 950
745 850
84 808
695 832
414 957
661 617
788 898
845 907
250 833
51 801
844 185
289 775
343 499
204 776
216 196
956 121
609 882
311 112
806 266
72 816
188 148
354 325
288 871
371 837
430 240
30 541
906 455
341 131
876 787
99 137
5 840
952 202
831 201
251 293
682 156
245 185
883 284
239 674
170 696
590 401
217 563
384 130
58 852
358 479
356 934
366 821
951 35
356 593
517 929
34 73
766 915
631 653
955 408
669 736
59 108
345 545
343 503
6 548
858 935
662 241
794 201
485 488
648 372
151 769
811 735
848 50
526 835
153 598
616 390
81 398
870 921
470 36
248 723
833 883
446 799
891 59
429 25
526 73
260 776
87 505
211 423
418 288
325 679
509 49
136 731
913 881
778 126
371 52
758 252
795 429
123 528
14 676
780 561
141 147
152 900
748 663
716 100
885 854
488 26
619 290
387 672
249 557
397 39
683 743
818 81
868 29
368 543
538 88
547 701
154 718
38 955
140 856
332 507
535 298
123 337
828 426
948 85
525 704
673 93
219 56
762 896
111 555
73 472
78 619
384 534
19 672
550 727
564 258
759 729
723 71
584 561
617 820
674 61
907 294
576 254
567 285
390 182
258 773
768 108
548 865
25 805
536 52
733 165
21 825
466 877
121 109
115 375
130 804
763 604
955 639
556 259
908 958
499 673
731 631
851 169
322 506
20 407
389 453
531 537
24 611
95 168
60 743
926 776
174 14
533 827
202 180
635 403
517 745
201 947
388 845
203 774
919 284
763 587
942 627
606 772
289 452
494 761
927 25
178 616
496 494
884 300
881 827
769 948
290 754
385 35
368 831
953 858
316 109
394 371
484 287
407 158
214 940
656 90
216 434
176 630
744 390
835 182
213 882
484 207
66 844
825 284
459 381
769 280
594 561
727 570
940 895
299 258
644 72
763 248
206 54
854 195
75 823
793 546
796 938
400 98
344 43
761 858
644 665
327 219
291 430
762 146
203 479
392 863
14 954
74 914
497 636
560 374
47 733
242 201
807 292
702 418
370 552
822 597
706 943
633 667
528 353
97 806
759 731
556 32
688 289
195 285
862 300
279 88
381 906
248 310
334 157
555 343
640 281
518 520
36 504
344 821
208 480
112 686
106 671
798 562
903 262
282 88
504 265
937 924
126 119
389 773
229 232
610 366
5 703
178 949
132 752
170 239
817 721
869 99
531 109
496 449
318 677
292 764
715 403
150 781
522 152
82 9
948 439
127 384
284 718
366 529
752 815
951 931
102 498
575 950
93 408
316 138
801 684
239 144
500 814
461 420
420 13
329 532
462 706
220 434
128 876
524 869
322 607
420 472
305 713
911 418
682 256
862 240
659 121
934 718
950 838
910 746
663 358
248 329
551 401
416 741
2 699
155 942
116 248
840 243
694 60
745 736
921 288
781 374
797 480
353 643
85 43
866 737
859 56
738 130
511 75
770 713
272 380
517 377
844 448
605 630
242 433
501 566
387 187
577 520
845 872
358 429
148 481
31 862
302 365
229 926
203 478
513 509
812 431
30 195
904 795
721 465
695 561
272 921
573 619
884 432
160 512
738 88
678 600
349 406
122 949
278 314
638 650
923 431
635 709
45 157
606 314
45 269
431 650
578 595
267 932
187 24
87 856
751 651
451 5
831 166
564 53
172 572
888 613
366 10
568 609
797 459
632 345
245 529
236 618
821 736
567 476
935 334
740 391
649 151
724 246
643 147
54 813
780 580
612 791
588 834
947 19
75 34
135 906
837 179
9 509
69 267
454 549
924 257
391 409
349 513
834 5
217 690
554 747
522 443
31 283
221 256
93 481
491 930
358 888
317 228
139 471
691 665
237 928
192 767
87 586
3 98
683 670
706 212
291 151
338 523
889 502
909 955
253 1
493 495
58 346
384 309
891 778
108 593
221 830
460 323
11 528
949 6
171 195
156 907
634 605
270 859
138 780
28 613
309 351
679 145
473 119
587 409
537 850
392 898
906 657
120 31
52 904
928 643
917 394
945 364
567 720
392 30
281 648
838 319
198 530
155 602
335 490
20 489
297 799
777 376
91 422
594 9
955 394
220 175
508 17
232 539
302 953
56 885
747 428
29 173
125 425
548 935
879 419
611 865
334 275
729 765
557 167
933 731
862 855
98 291
929 150
686 287
910 148
758 415
769 840
758 832
784 422
102 81
440 222
590 473
709 383
141 431
98 724
151 725
515 45
916 52
524 732
127 738
486 908
789 643
534 520
176 416
462 442
145 877
814 48
236 526
622 43
861 87
904 253
70 208
731 813
12 321
121 573
533 508
663 389
390 608
598 26
382 670
21 707
909 673
334 637
357 288
698 395
1 909
570 186
167 713
505 383
511 683
348 234
188 465
490 837
37 353
949 337
908 239
32 411
941 324
769 822
171 906
306 589
830 871
127 264
814 107
453 877
217 588
871 478
10 318
49 30
826 8
790 127
92 412
590 202
177 187
251 422
949 253
66 79
533 321
213 797
230 622
330 120
802 904
8 940
857 305
672 52
60 138
670 17
825 924
911 70
305 291
547 806
263 370
673 531
558 630
703 602
603 451
551 265
729 258
863 499
283 831
326 827
259 614
550 460
952 714
304 697
4 167
350 671
238 24
630 105
861 928
880 614
419 43
82 720
611 804
396 939
763 547
142 642
147 21
190 192
368 608
657 388
861 172
638 465
65 430
431 502
87 804
419 247
805 205
859 798
900 341
359 411
312 185
565 411
29 670
702 462
79 437
319 53
866 535
864 269
419 487
667 676
770 478
318 667
517 952
887 701
190 568
387 338
151 55
413 1
445 320
297 43
639 5
585 905
545 222
85 367
386 19
672 839
690 823
423 364
579 350
747 169
747 766
681 454
110 256
498 733
51 64
256 412
256 236
169 59
267 354
35 112
908 341
839 741
733 80
379 734
406 264
726 4
475 88
872 496
719 273
398 219
242 102
136 766
534 497
168 109
262 596
138 782
15 647
301 62
100 778
27 694
334 808
247 568
383 626
568 796
551 142
917 577
336 307
625 311
145 495
53 883
796 873
13 44
69 863
578 306
338 158
728 322
829 345
158 19
952 509
725 560
797 827
651 411
840 446
690 586
395 884
524 24
58 786
799 363
326 683
605 425
547 489
576 681
578 645
249 81
20 45
186 916
495 191
402 545
406 328
622 67
418 542
658 91
522 196
761 201
564 163
742 433
821 864
538 165
708 397
603 296
447 567
272 343
929 288
282 184
766 418
145 132
72 62
562 484
840 948
642 337
502 482
292 840
724 245
618 67
567 742
