964 1333
355 864 19854
356 626 27667
356 642 12104
357 752 1639
357 924 5120
358 471 31220
358 509 20948
358 791 26113
359 390 22110
360 786 7740
361 627 5145
362 725 18136
363 621 20409
363 800 6770
364 614 9912
365 634 12564
365 642 17255
365 816 2766
366 514 9170
367 414 17375
367 550 30353
367 743 18553
367 841 3377
368 494 16044
368 603 22669
368 649 22372
368 668 21042
368 854 13478
369 578 615
369 869 18127
370 637 16338
370 832 26529
371 710 18020
372 870 24271
373 392 18284
373 600 30325
374 485 21583
374 603 24599
374 663 15501
374 796 13913
374 873 23799
376 454 30946
377 590 17904
377 962 28736
378 655 2605
379 769 4818
379 868 2347
379 964 23333
380 842 19701
381 735 16533
381 870 6773
382 580 11891
382 688 8071
383 432 23281
383 664 15976
383 676 9792
385 440 19058
385 860 21505
386 682 23410
386 868 17109
386 942 568
387 499 25202
387 602 7965
387 607 20763
388 624 7677
389 459 23711
389 652 10224
389 766 19407
389 943 15319
390 472 29364
392 713 16605
393 467 25822
393 720 12115
393 839 1112
394 544 30608
395 404 5721
395 628 3940
395 840 26398
396 452 30870
397 748 2711
398 592 24295
399 853 19323
400 407 12439
400 517 18879
401 620 3924
401 894 4731
402 526 11023
403 732 17856
404 532 31517
404 653 470
404 826 12393
404 937 15826
407 503 32122
407 617 12210
407 681 276
407 938 5662
408 497 26032
408 538 11076
408 953 7123
409 534 26933
409 833 15325
410 469 13234
410 634 7594
410 641 23716
411 620 2170
412 676 10148
414 618 7025
415 515 13822
415 717 2188
416 520 13027
416 787 13348
418 768 29613
419 944 14627
420 476 26167
420 674 14523
420 692 395
421 845 12757
422 539 6483
422 791 19465
423 436 29457
423 632 25929
423 860 1733
424 507 17538
424 768 2181
424 927 21419
425 506 18022
425 815 10428
426 597 10906
426 608 31462
426 692 12595
426 741 30203
426 770 21999
427 483 11553
430 889 15806
432 786 264
432 857 20199
434 524 16159
434 558 1720
434 835 478
434 840 28984
435 671 31108
436 549 20541
436 621 19614
436 627 3495
438 492 22642
438 623 29867
439 534 10464
439 850 20906
440 481 974
441 799 24105
442 726 27705
442 760 20185
443 513 4262
443 936 31213
444 719 21499
446 653 22856
448 642 1014
448 678 202
448 775 19055
448 880 993
451 517 3519
451 532 547
451 595 26952
451 697 1907
452 614 7938
452 859 23520
452 902 10916
453 781 1553
453 910 7994
453 960 23817
454 476 3689
454 893 17351
455 761 17657
456 639 18978
457 952 7355
458 562 26669
460 922 2030
461 465 18727
461 694 19342
463 703 29273
463 725 22788
464 511 21658
464 848 6641
466 588 17992
466 961 21195
467 554 10898
468 710 13566
469 687 793
469 814 17345
469 931 17135
470 686 7364
471 479 22695
471 651 22278
472 686 15682
472 698 27340
473 567 15932
475 644 5623
476 482 25622
476 656 30461
476 796 3329
476 930 30103
477 505 14699
477 846 2095
478 821 32377
478 868 25
480 505 11210
480 723 25384
481 799 5065
483 815 27406
484 698 18712
484 765 10871
484 802 1395
485 691 17358
486 744 16654
487 837 29311
487 871 10936
489 600 30648
489 776 29951
489 909 11304
491 531 10884
493 644 18048
494 537 8186
495 915 28341
496 564 32619
496 829 6070
496 834 23847
498 668 2455
500 558 24231
501 811 1308
502 623 16725
503 814 30179
503 893 8403
504 602 1314
504 737 3645
505 615 7244
507 798 12390
507 858 20635
508 531 8373
508 822 31437
508 890 15791
510 630 19213
510 904 26480
512 769 10157
514 680 1392
515 714 6206
516 796 23939
517 633 12632
517 798 23202
517 839 24463
517 874 28944
521 599 5401
522 814 17836
524 881 17397
525 555 11263
525 575 2121
525 924 16443
527 558 19263
527 736 30305
528 596 9300
528 797 9733
528 801 2001
529 563 28638
530 874 15765
530 879 9006
531 546 520
531 949 10204
533 577 15822
534 710 3283
536 765 25949
537 665 23530
537 696 8091
537 736 11266
537 872 32249
538 600 3086
538 601 28113
538 693 5203
539 819 23813
539 840 30567
540 558 8977
540 865 18265
542 834 6553
542 867 19078
543 904 13170
543 933 31016
543 943 20060
544 849 17927
545 670 14650
545 777 15242
547 676 20463
547 772 32090
547 921 14618
549 871 32564
550 568 10188
551 925 15858
552 845 23780
553 707 15373
556 660 17029
557 910 7320
559 878 7506
560 912 9349
561 788 14391
561 882 10053
562 614 11035
563 791 13030
565 827 4547
566 772 4259
568 666 27296
568 782 30010
568 856 142
569 720 3000
569 928 5070
574 823 8811
575 716 25041
576 615 26532
578 662 21358
579 626 6484
580 585 466
580 765 26567
580 874 26568
580 955 20352
581 669 6384
581 862 28192
582 786 27815
583 670 4931
583 708 12144
584 732 8925
585 757 7505
585 817 79
585 842 31869
587 655 24711
587 665 8520
590 963 31100
591 949 30771
595 832 27118
597 710 19195
598 773 25546
600 834 17352
600 957 17961
601 924 19038
602 619 22843
602 683 8394
602 873 25263
602 946 6657
604 654 12945
604 737 19579
604 843 29939
606 734 18473
606 928 5621
607 680 14294
608 941 5694
609 928 27474
610 701 6583
612 790 16655
613 876 29195
614 635 2371
614 914 22860
616 862 14780
616 906 19695
618 658 23683
619 715 17092
620 709 7374
620 963 25586
621 710 7503
622 656 22048
622 713 445
623 824 32160
623 883 2051
624 870 9971
625 656 28696
627 723 6473
629 937 2014
631 862 12193
632 866 15290
633 903 19104
634 749 17524
636 787 5791
637 956 23610
638 703 17354
638 888 2191
639 852 24596
639 938 21598
640 694 20790
642 924 30913
643 676 27140
645 717 31970
646 761 3753
647 683 21297
647 784 20329
647 902 23633
648 740 6680
648 852 18834
648 939 7114
651 741 6467
655 702 32385
655 834 14514
660 796 16568
662 730 1433
667 874 7806
669 843 16093
670 673 21556
671 763 5213
672 757 29627
672 861 30616
674 744 18117
677 809 6319
677 815 26196
679 768 6813
682 742 29896
682 790 7346
682 950 5702
684 911 5987
689 802 28691
690 728 26858
694 711 21586
694 823 9352
695 963 22748
699 774 26967
699 899 31014
701 794 5307
703 771 8975
703 862 28438
704 751 10884
704 812 26979
706 802 9245
707 896 11719
707 926 26060
708 960 14808
710 745 1956
710 771 16699
710 798 17414
711 836 5119
712 769 31743
712 921 19576
715 887 14737
718 830 31437
721 864 2447
722 739 15419
727 929 15439
728 851 21579
729 764 23871
729 765 8467
730 784 21388
730 801 17254
730 902 27534
730 908 17225
730 947 6452
732 772 22877
733 758 27684
733 772 256
738 932 14964
738 957 8226
742 960 15975
743 790 10776
744 765 26839
748 770 25311
749 790 10077
761 800 12245
762 787 21961
762 916 11561
765 789 22519
770 841 5247
772 783 1769
772 848 9265
774 922 5549
775 897 23850
777 792 3205
778 859 12247
779 835 29120
779 925 23385
781 877 30565
782 924 10136
782 938 30574
783 889 29989
784 942 8647
785 947 15381
787 884 139
787 893 28144
791 892 18564
792 929 19636
794 871 32678
795 962 22796
797 820 11221
797 914 15933
798 853 876
799 888 17700
799 923 18176
805 963 22468
806 925 15186
809 843 13879
811 913 10918
816 842 16798
823 840 26691
823 841 31355
823 873 19943
823 919 18348
824 930 18499
824 933 11361
825 867 19339
828 917 307
831 903 7749
832 869 10833
835 867 2958
835 915 16929
840 961 6857
844 900 5583
845 902 25763
848 871 29630
852 914 14353
863 920 10716
865 888 11918
869 881 15526
870 924 23480
873 904 11661
902 904 17266
902 924 11944
912 961 18473
920 961 16956
934 941 14916
3 971
56 606 751 
555 98
354 240
955 342
330 517
215 158
856 481
84 718
450 291
364 730
907 46
824 663
441 207
176 284
596 530
460 159
793 259
926 953
856 319
388 555
110 615
708 139
673 928
549 114
649 379
68 663
374 127
786 492
587 466
143 907
295 720
604 825
111 938
93 674
671 253
26 779
860 484
511 463
801 295
765 15
964 18
371 90
384 499
901 745
760 724
955 407
119 635
314 883
202 434
403 417
645 913
672 22
277 817
958 496
713 664
795 757
852 386
141 943
487 110
924 688
720 229
481 831
186 434
506 3
669 416
160 938
956 312
78 736
185 421
308 157
181 320
495 344
65 787
11 850
528 863
427 135
522 250
264 927
885 358
957 299
442 723
380 625
157 381
624 101
816 93
498 870
241 469
510 209
579 603
432 895
643 871
751 421
536 155
704 931
35 703
285 577
695 268
944 342
948 241
643 686
746 705
398 735
300 499
343 382
802 219
688 758
336 245
134 518
468 368
93 687
562 872
817 192
949 914
563 537
561 7
242 765
790 272
607 336
68 786
287 492
441 94
880 684
335 102
515 897
314 391
392 547
892 302
802 956
88 746
693 263
375 848
277 140
157 751
598 805
515 805
440 704
441 733
895 467
743 657
751 664
392 747
504 463
702 436
270 429
175 784
651 82
151 108
489 93
256 293
625 890
46 112
736 760
130 803
466 477
21 271
468 414
333 102
94 919
940 863
4 539
696 179
560 136
905 38
425 534
876 951
742 891
217 232
915 950
104 914
91 640
777 251
101 331
88 69
597 55
918 230
637 890
457 96
348 155
105 47
421 941
188 40
853 645
23 825
539 160
283 814
100 454
151 26
851 164
870 391
353 408
255 174
663 634
507 770
728 389
331 554
614 400
519 705
649 558
682 658
918 732
898 288
633 941
395 68
848 227
323 880
438 240
809 442
357 463
262 578
319 684
631 132
23 434
636 382
630 607
824 476
300 729
559 152
692 775
212 888
942 385
259 438
753 277
878 855
744 634
398 839
429 450
328 292
360 218
568 406
136 353
338 122
587 663
88 317
51 115
543 179
825 98
873 922
85 825
3 317
758 1
938 58
267 630
19 691
270 462
655 261
272 834
376 461
617 642
630 756
245 648
676 524
20 335
723 383
882 814
955 687
118 873
275 647
796 748
616 61
156 457
569 432
1 788
470 500
29 345
724 544
695 740
223 676
759 662
579 807
577 658
28 42
280 319
962 257
856 892
423 113
214 63
294 523
67 414
451 268
184 14
188 730
648 250
52 454
262 245
586 362
309 375
592 353
605 753
52 457
87 718
936 664
472 632
85 197
54 475
461 805
344 392
72 510
112 558
375 675
410 694
196 193
42 504
505 789
260 325
724 946
834 430
110 653
799 196
535 119
331 349
914 330
564 880
809 87
859 700
739 291
946 343
144 524
548 213
845 541
157 618
625 529
424 772
50 9
854 231
596 81
130 907
631 12
693 424
211 705
642 236
21 245
506 919
484 674
476 174
85 826
85 851
622 945
858 136
276 691
122 838
464 866
413 693
643 118
433 453
258 777
848 247
289 581
394 861
622 32
229 634
844 964
587 814
916 155
59 354
592 828
801 707
679 458
46 687
364 17
239 55
326 679
782 423
79 428
807 103
263 929
16 447
292 354
127 806
83 26
631 906
154 556
97 47
108 742
596 529
460 88
399 783
118 878
530 33
130 922
777 100
371 954
844 949
683 373
817 731
859 559
146 841
353 66
814 591
848 762
584 351
953 776
54 859
583 923
2 806
536 355
122 900
294 631
649 150
750 532
746 57
476 858
825 733
939 570
742 717
463 601
244 873
225 669
103 41
73 421
838 212
715 921
408 219
631 543
63 483
457 416
725 724
357 78
859 719
46 445
407 355
669 396
614 423
808 330
274 523
160 13
656 105
396 87
130 165
367 386
511 68
100 612
387 404
264 336
172 520
915 75
133 899
602 342
614 802
740 379
152 259
760 383
738 955
571 175
492 482
710 866
352 497
266 809
191 181
291 899
453 395
353 855
66 475
650 704
911 476
267 545
60 611
180 378
264 900
603 682
595 526
280 824
634 15
857 774
381 735
807 148
309 187
290 374
188 594
556 834
81 383
903 620
186 597
882 795
168 518
150 195
326 158
885 130
330 312
191 308
69 398
571 386
88 274
52 156
286 451
345 143
344 69
618 435
503 748
800 585
236 955
154 274
330 776
789 640
119 746
697 263
120 931
569 90
938 631
240 816
929 736
361 40
881 612
569 867
814 188
111 688
56 22
880 593
133 437
471 414
533 223
330 558
241 780
151 728
912 778
798 126
580 760
272 56
667 710
283 912
755 553
242 178
14 915
964 885
45 658
724 455
953 145
200 238
936 867
910 903
790 814
26 751
411 363
49 748
426 577
554 593
718 119
51 105
328 606
322 953
174 589
700 871
562 515
781 314
598 710
878 252
206 385
396 591
463 901
934 819
726 24
544 6
944 622
600 625
37 471
109 659
474 892
835 883
308 920
907 907
310 391
303 422
538 662
823 501
582 426
621 938
952 334
706 252
500 478
375 11
926 506
851 887
695 841
889 703
952 526
680 256
40 532
716 198
97 466
517 430
434 394
935 892
348 473
788 575
223 583
82 483
725 275
454 642
417 258
925 618
189 948
497 530
529 351
99 359
847 111
912 389
479 910
180 506
836 892
878 274
763 433
749 440
844 862
43 944
962 454
340 29
331 526
105 97
396 603
566 806
757 470
876 447
12 660
788 652
330 663
383 642
662 69
786 271
575 19
46 916
596 425
778 291
634 36
510 280
21 612
698 502
458 55
519 736
97 837
690 317
385 370
933 143
196 81
847 439
9 867
266 727
266 635
299 925
191 818
130 524
572 302
335 416
443 811
256 479
650 254
35 477
482 165
622 172
444 626
930 481
14 340
793 584
777 179
191 523
773 888
562 352
134 84
568 620
34 408
810 900
416 201
247 258
859 740
715 285
358 493
345 24
306 711
69 792
780 627
77 636
125 723
834 293
462 940
891 257
313 923
314 365
894 596
162 753
630 460
872 87
650 916
668 653
430 945
727 707
719 235
883 956
645 405
266 946
261 546
102 484
244 145
84 231
468 925
832 229
647 139
80 194
892 817
849 179
713 544
855 736
822 685
911 264
683 535
397 84
910 952
222 580
545 265
780 905
271 242
720 888
609 170
521 337
457 583
155 324
323 542
792 379
186 342
722 300
327 342
193 338
761 915
659 850
786 158
469 8
262 94
540 142
44 530
817 305
485 197
93 929
201 550
192 165
630 58
184 919
472 548
836 573
834 683
177 694
363 206
421 19
233 620
302 300
228 777
857 889
950 197
516 952
117 752
1 662
875 249
464 126
846 498
927 649
78 93
711 527
410 372
266 568
756 594
363 846
322 41
837 86
698 682
640 357
646 883
464 597
451 912
103 805
49 77
321 513
124 479
663 841
913 196
901 419
300 271
387 343
276 888
281 735
316 360
933 147
241 297
245 667
620 657
862 107
341 680
140 154
500 838
655 253
727 721
646 290
32 483
349 316
821 644
964 945
217 435
246 415
72 765
204 668
530 578
931 64
919 378
862 595
575 703
636 331
449 641
24 26
961 638
515 428
582 64
104 800
620 703
605 349
154 791
552 459
139 365
750 857
791 693
353 17
472 132
873 774
494 167
857 465
30 712
519 380
885 460
83 439
605 540
504 160
332 359
822 936
157 256
69 766
735 784
639 535
155 719
4 379
126 27
419 603
763 253
254 927
961 775
662 75
48 838
640 120
277 1
879 136
167 74
882 98
349 351
201 442
361 727
807 901
365 566
151 448
740 318
912 934
819 503
944 931
546 142
116 570
421 789
853 31
526 178
663 154
44 614
702 38
677 900
608 285
124 698
845 63
210 561
108 305
286 655
351 448
650 414
238 930
76 496
244 728
457 494
86 389
29 433
260 650
515 573
857 415
54 876
684 548
240 235
600 915
930 831
513 941
648 307
700 695
279 308
750 456
928 557
116 296
355 164
181 762
83 616
434 310
627 156
82 168
742 101
602 861
291 231
480 919
637 962
516 386
937 42
541 390
788 423
84 422
870 727
146 852
354 496
445 54
216 71
721 135
473 473
579 218
550 516
562 890
544 189
944 567
806 55
2 831
635 684
616 372
286 682
143 493
195 225
361 716
860 755
746 760
912 301
319 87
814 36
415 469
113 202
657 913
399 261
789 174
904 556
670 814
28 93
444 284
235 359
929 556
563 2
497 492
463 39
878 671
960 576
945 276
849 855
542 196
31 178
38 752
868 763
515 515
383 537
672 883
901 79
302 793
42 6
638 718
247 673
731 299
698 604
486 32
183 638
821 125
810 825
961 141
585 645
