948 1705
100 807 12355
101 561 8396
102 140 17794
102 345 20916
102 681 11550
103 606 3976
104 549 22713
104 601 19006
105 156 16243
105 392 14810
105 465 13415
105 737 8597
106 528 732
106 686 15863
107 711 22057
107 764 8285
108 440 11688
108 478 6908
108 525 19860
108 552 21601
108 663 8541
108 859 5771
108 867 3816
109 217 12510
109 356 6858
109 537 12690
110 127 2604
110 232 13911
110 244 17120
110 537 10840
110 673 10268
110 714 24855
111 844 23294
111 861 9491
112 181 7547
112 666 22565
112 747 14700
113 115 8024
113 576 16327
113 586 26550
113 947 23759
114 536 7564
114 700 26486
114 743 30218
114 805 30501
115 503 30783
115 649 921
115 777 21327
116 842 12402
117 170 27092
117 738 29388
118 513 4918
118 542 17904
118 764 15258
118 800 27625
118 839 20233
118 913 22286
119 252 19602
119 483 15856
119 654 24614
120 505 3038
121 921 28304
122 532 5599
123 189 14731
124 347 19455
124 348 13296
124 392 25245
124 423 30574
124 454 11228
124 721 1934
124 768 7176
125 313 4509
125 488 14468
125 872 30905
125 947 21767
126 172 25623
126 227 29005
126 473 11353
127 252 15418
127 276 30513
127 430 24238
128 139 15570
128 710 13336
128 846 24380
128 849 30767
128 887 25472
128 888 20843
129 171 5578
129 225 17272
129 278 4770
129 559 11880
129 571 7256
129 652 775
129 692 11743
129 718 3255
130 243 15849
130 281 1419
130 391 26422
130 550 20456
130 652 25995
130 705 32099
130 744 15089
130 786 5884
131 680 18022
131 849 15771
132 293 20220
132 386 12350
132 442 6469
132 731 5828
133 582 770
133 852 32640
133 890 26422
134 640 2457
134 806 4612
135 562 5500
135 730 2319
135 846 9252
136 183 11705
136 255 31969
136 298 1904
136 554 27334
137 215 6946
137 225 13481
137 258 25086
137 512 25454
137 614 22063
137 624 27803
137 886 25710
138 407 6078
138 441 2
138 498 25777
139 265 17045
139 614 13052
139 755 23948
139 772 5657
141 247 12674
142 366 8828
142 434 5741
143 278 16876
143 279 12251
143 759 3717
144 368 31018
144 390 13835
145 368 6541
145 590 2923
146 311 3123
146 602 22332
146 709 29616
146 780 17856
147 186 13304
147 360 9535
147 379 10574
147 550 21610
147 568 21601
147 888 11884
148 549 6142
149 351 1461
149 446 14317
149 501 4880
149 768 15243
150 272 3443
150 320 23766
150 371 25809
150 641 6183
150 672 14335
150 917 7668
151 911 16335
152 496 13704
152 503 18921
153 891 25981
154 378 20360
154 848 31644
155 891 889
156 174 20130
156 270 30272
156 579 13159
156 729 17574
157 460 6871
158 309 3769
158 470 21255
158 473 25981
158 688 16906
158 752 17102
159 753 31392
159 793 20485
159 861 530
160 874 31008
161 900 23672
161 932 7583
162 191 30673
162 367 189
162 470 5442
162 559 9716
163 593 22756
163 646 23209
164 284 14759
164 438 19354
164 525 20401
164 915 6726
165 348 31106
166 313 31135
166 401 7263
167 261 17901
167 725 15495
167 911 21713
168 378 8869
168 459 3577
168 486 20708
168 770 26913
169 411 11047
169 732 19545
170 185 7826
170 316 22096
170 323 17976
170 465 32260
170 561 13999
170 621 15213
171 209 11278
171 465 28715
171 470 27572
171 633 3631
171 771 26885
171 889 4398
171 921 23008
172 471 27340
172 739 16820
172 769 15836
172 799 2127
173 255 9788
173 925 40
173 928 8452
174 329 10668
174 438 22352
174 594 25903
174 642 26284
174 698 724
174 849 21800
175 298 27254
175 337 26897
175 945 30247
176 199 31651
176 453 26415
177 424 1437
177 525 11310
177 557 5012
177 885 10940
178 374 19580
179 387 2791
179 624 1828
179 929 4428
180 280 10780
180 514 28757
180 817 4137
181 435 2426
182 225 84
182 456 18320
182 537 24056
182 670 26947
183 389 13656
184 876 7785
185 435 17244
187 244 19384
187 268 19799
187 276 23941
187 336 32349
187 350 10763
187 665 2959
187 817 7546
188 190 14712
188 248 24700
188 391 914
188 650 15229
189 221 13946
189 703 4012
189 712 25413
190 298 22756
190 537 16755
191 192 28500
191 563 23917
191 946 7037
192 688 30940
192 716 31129
192 863 1647
193 204 29182
193 290 22422
193 494 29730
194 412 27998
194 879 2792
195 277 16634
195 408 23630
195 512 30405
196 796 29345
197 239 2848
197 776 24466
197 875 15431
197 893 6710
198 798 5534
199 241 26316
199 476 1179
199 501 30241
200 442 3148
200 483 11308
200 817 10660
201 587 24824
201 814 19457
201 866 24798
202 355 3239
202 581 17040
203 525 5103
203 769 11592
203 803 439
203 840 10789
204 311 32045
204 413 624
204 878 30135
204 899 32575
204 903 6351
204 906 1211
204 914 29976
205 530 27971
205 671 5203
206 248 21728
206 758 27521
207 359 6947
207 387 11625
207 388 21887
208 725 16696
209 649 3373
210 230 3760
210 458 397
210 697 21639
210 721 9193
210 916 13578
211 333 10820
211 804 26816
211 946 20278
212 362 8870
212 400 8203
212 406 20619
212 565 4682
212 790 20030
213 413 29637
213 501 29649
214 487 18357
214 863 27013
215 490 22244
215 559 6403
216 686 185
216 824 6849
216 847 31890
216 850 9209
217 346 8673
217 765 265
218 298 20240
218 542 17841
218 592 22018
218 814 8107
219 488 31461
219 751 12731
219 783 17122
219 871 2085
220 265 23803
220 465 17930
220 589 14719
220 624 24901
220 655 5877
220 687 12732
220 866 9626
220 888 15585
221 711 25453
221 738 17165
221 864 4600
222 468 25842
222 468 4637
222 684 9936
222 787 24594
223 264 24167
223 306 24604
223 462 13239
223 513 24508
224 517 11076
224 624 19932
224 624 25515
224 776 11460
224 882 5491
225 687 25815
226 294 2062
226 685 11228
227 827 19388
229 807 31488
229 923 5896
230 446 8644
231 325 20643
231 926 12704
232 328 1983
232 665 4640
233 372 18667
233 473 26951
233 803 1978
233 872 16780
234 414 21690
234 429 15633
234 540 16102
234 579 25561
234 727 2239
235 670 28897
235 781 19577
236 304 8002
236 377 7623
236 577 11404
236 641 23334
236 732 10
236 837 30281
237 342 28192
237 619 6797
238 663 5242
238 774 29536
239 411 11569
239 756 29615
240 510 22500
241 295 25986
241 377 18151
241 589 5203
241 733 15581
242 462 7487
242 652 14064
242 816 10115
243 366 21505
244 395 32743
244 465 30075
244 830 27312
245 435 27395
245 455 29518
245 810 4100
245 814 18214
245 940 14407
246 257 19
246 376 4412
246 449 32422
246 529 10650
246 536 30652
246 606 29034
247 285 16
247 433 26687
247 450 31414
248 515 28947
249 373 18425
250 628 23504
250 643 21795
251 278 31863
251 766 26910
251 828 29090
252 298 18169
252 579 11730
252 776 27371
253 286 26223
253 348 313
253 804 19669
253 947 26927
254 258 24453
254 386 5671
255 714 4505
255 808 8476
255 916 5743
256 496 19202
256 704 11329
256 761 13932
256 847 3164
256 884 29113
256 897 21307
257 673 18980
258 360 7342
258 500 22270
259 469 12875
259 487 12567
259 897 10102
260 497 24360
260 552 27242
260 593 31354
260 829 14619
260 932 26640
261 876 12812
263 588 8427
263 736 17626
263 784 9598
264 384 9035
264 643 913
264 908 29462
266 384 4604
266 453 4305
266 647 7847
266 778 2228
267 387 28778
267 472 20369
267 757 9583
267 853 32439
268 670 30565
269 413 3867
270 848 22970
270 882 29215
271 559 15158
271 762 18101
271 794 15866
271 843 2622
272 843 21772
272 907 10105
273 289 14976
274 735 28397
274 818 20504
274 902 3332
275 540 23882
275 948 26204
276 939 29238
277 476 26389
277 589 3620
277 637 28798
278 479 6998
278 502 30738
278 646 23982
278 651 26148
278 782 8273
279 585 12272
279 812 7854
280 570 1263
280 587 3236
280 660 18430
280 902 18141
281 477 3764
281 497 3244
282 459 23433
282 578 6281
282 638 914
282 866 27799
283 398 22128
283 449 10401
283 633 8671
283 722 19544
283 744 31899
283 761 7029
283 879 17400
285 336 2323
285 427 9287
285 675 5359
285 786 20540
286 494 24132
287 862 1333
288 340 21305
288 489 13620
288 510 5008
288 789 17275
288 892 14784
289 797 25021
290 350 20816
290 492 20667
290 615 7952
290 896 3679
290 911 27133
291 891 15790
292 330 16814
292 601 27329
292 872 3592
293 316 28309
293 529 315
294 374 20283
294 661 32382
295 880 7331
296 452 9053
296 790 8683
296 866 27673
296 871 12788
297 422 29891
297 525 29443
298 511 23007
298 546 19999
298 944 2554
299 302 29754
301 603 8185
302 371 9476
302 422 6942
302 457 4765
302 572 28301
303 347 12664
303 348 25372
303 916 9808
304 560 16679
304 698 22695
305 384 31303
305 412 28067
305 578 21702
305 615 18064
305 799 1114
306 363 16185
306 894 10645
306 924 4405
307 484 27477
307 757 431
307 903 27749
308 337 15970
308 369 5077
308 558 1362
308 864 28581
309 493 27555
309 807 21370
310 373 9913
311 429 26514
312 359 4353
312 457 19239
312 923 2964
313 354 23158
314 410 31547
314 460 4421
315 415 10101
317 736 15338
318 456 14671
318 943 26933
319 586 30383
321 453 5281
321 609 13011
322 370 4246
322 440 20096
322 452 30652
322 600 16288
322 894 6008
323 383 10393
324 574 1556
324 768 303
325 358 31172
325 718 24433
325 920 29401
326 908 31399
327 434 23255
328 418 13589
328 708 20643
328 777 27613
329 387 11587
329 463 20602
329 766 2127
329 857 14556
330 545 23490
331 394 10178
331 420 1495
333 690 14689
333 714 10603
334 355 5995
334 682 24536
334 912 23600
334 944 27555
335 825 9747
335 928 11048
336 733 14695
337 502 22493
338 736 13116
339 387 27220
339 449 16363
339 744 1145
339 827 25523
340 828 8888
340 876 9796
341 425 794
341 487 31542
341 575 132
341 648 15489
342 734 30616
342 775 29728
343 797 30136
344 721 6463
345 537 6980
345 604 9131
345 810 17940
346 774 15141
346 814 17777
347 365 18352
347 687 17436
347 694 3012
347 760 24019
348 532 9049
348 696 9371
349 440 32667
349 624 20751
349 732 7424
349 742 1462
350 380 4566
350 550 23645
350 562 21366
352 382 20542
353 393 21437
353 838 29292
354 804 9691
355 569 14797
355 650 28843
355 697 13064
355 714 25009
355 811 226
355 945 18386
356 615 28994
357 451 9419
357 472 23291
357 856 4211
358 478 20063
358 852 31695
359 629 18730
359 824 500
359 839 5139
361 400 21304
361 403 11202
361 766 5643
362 663 25425
362 769 25832
362 877 5732
363 632 13649
364 408 11064
364 449 29834
364 478 27351
364 627 31814
364 939 31506
365 789 30200
366 629 10729
366 750 20045
367 371 32044
367 484 5310
367 660 18924
369 410 15438
369 721 24364
370 403 13456
371 480 20955
371 545 5360
372 511 28688
372 917 6982
373 448 28976
373 749 27229
374 430 19827
374 662 24157
374 914 24064
375 422 21395
375 850 28015
376 620 31039
376 722 14609
377 430 29646
377 901 28809
378 450 17805
378 777 32221
378 843 7874
378 894 30367
380 583 25426
381 534 23311
381 766 1213
381 794 15566
382 780 17570
382 918 21673
383 467 11201
384 405 15338
384 642 2248
384 844 5874
385 898 5683
386 939 11316
387 408 17461
387 699 17691
387 708 26414
387 739 9784
387 744 18819
388 823 16145
389 681 22085
389 827 16048
389 947 23258
390 721 15449
390 787 24755
390 832 10545
390 927 8487
391 744 12399
391 895 28229
391 906 12462
392 536 5628
392 723 29754
392 726 20643
392 891 4611
392 930 14695
393 480 24434
393 845 15770
394 439 12985
394 867 7107
394 902 27476
395 496 20682
396 481 15274
397 485 29919
397 618 26023
397 786 13886
398 467 32675
398 858 30640
398 895 21310
400 544 24120
400 556 666
400 853 29933
400 902 30556
401 662 13496
402 407 267
402 622 28806
403 940 11933
404 445 8422
404 472 18740
404 588 22983
404 851 24268
405 562 5869
405 710 17139
406 469 5453
406 913 460
408 670 26043
409 585 15487
409 595 19611
409 764 26147
411 731 31032
413 438 28279
413 618 2192
413 635 6230
413 656 29619
413 790 25500
413 829 22510
414 918 3215
415 773 27161
415 944 1466
416 615 24485
416 741 32079
416 824 3465
417 549 11574
417 618 27574
417 766 2922
417 802 18366
417 925 10029
418 749 32187
419 788 17536
419 920 20341
420 643 27207
420 760 20044
421 429 11171
421 746 28250
421 896 15975
422 612 20792
422 624 785
422 793 29346
423 470 31454
424 726 23715
424 731 19129
425 515 8782
425 709 7032
426 629 27685
427 548 8987
427 685 6459
428 470 15138
428 599 15113
429 447 30238
429 454 13989
429 485 24414
429 636 17154
430 498 6336
430 596 1158
430 755 25624
431 595 17161
431 728 3837
431 825 17570
432 523 7076
432 734 29448
432 759 15257
433 508 3528
433 537 8311
434 491 17190
434 600 24664
434 821 18247
435 482 26261
435 556 5978
435 825 8803
435 914 6224
436 646 14071
437 525 372
437 696 17840
437 946 29437
438 470 9994
438 817 24147
440 707 29074
440 797 9168
440 819 5615
441 653 27595
441 675 10161
442 466 15981
443 671 11335
443 915 1140
444 453 12939
444 504 19130
444 649 3413
444 934 25440
445 454 18494
445 539 25124
445 552 811
445 561 22173
445 594 18757
445 898 18148
445 934 1381
446 650 16307
447 850 17734
450 677 23214
451 549 5933
451 558 17676
451 740 22928
452 547 1906
452 799 11544
452 818 9702
452 895 12150
453 543 11720
453 801 19558
454 630 12846
454 803 22171
454 901 1056
454 946 29795
455 541 13495
455 729 21066
455 745 32039
455 860 15807
455 943 4993
456 733 16501
457 849 24773
459 460 7430
459 696 905
459 847 1150
461 909 25060
462 737 27427
463 919 18591
464 513 8167
464 785 10911
464 916 26508
465 664 3627
466 664 21167
467 529 28176
467 642 551
467 888 17377
468 498 1325
468 739 6652
468 763 28915
469 944 30090
470 557 17310
472 491 25587
472 945 23487
473 777 25962
473 791 6454
474 675 30684
474 824 15081
475 533 17811
475 670 27187
475 755 9064
476 535 20357
477 691 18481
477 838 32
478 523 4146
480 580 28683
480 850 30780
481 610 21368
481 887 14226
482 537 20324
482 572 859
483 734 11395
484 915 23311
485 636 18806
486 527 3162
486 913 21069
487 724 2820
487 759 7062
487 802 12990
487 896 5851
488 809 21325
488 942 21859
489 648 9207
491 679 21196
491 780 1148
493 932 10736
494 601 8121
494 613 6162
494 795 14457
495 866 13925
495 891 17144
495 939 14748
496 772 26341
497 817 522
498 593 19115
498 896 9929
499 672 28005
499 725 4196
499 931 8013
501 537 17296
501 663 4678
501 738 19661
501 926 24674
501 935 14499
502 618 23528
502 708 16055
502 824 15632
503 801 3116
505 600 22021
505 749 24654
506 522 31265
506 904 22108
507 660 27479
507 795 6704
507 884 8140
508 731 30957
508 834 7254
509 551 20964
509 575 24252
509 728 15772
511 528 26106
511 843 32
512 551 10638
512 564 24378
512 846 7732
512 855 15604
512 855 1641
513 617 25228
513 810 6796
513 887 29724
514 617 1612
515 669 82
515 772 20016
516 673 776
516 909 26966
517 846 27134
518 898 19088
519 569 18716
519 711 17897
519 770 24976
520 579 4674
520 661 4346
520 916 25378
521 657 12130
522 681 4093
522 853 17880
522 892 30064
523 761 14814
524 721 18542
525 575 3599
525 746 6950
526 545 23841
527 622 28507
527 840 22681
528 607 28156
528 649 2341
528 753 20587
530 569 2602
530 871 12914
531 733 30923
531 786 13933
532 715 29902
533 719 26913
533 924 4948
534 758 4790
534 774 25500
535 754 20881
536 589 20278
536 766 13541
538 768 16331
539 591 3504
539 792 18889
539 946 193
540 599 8316
540 629 14582
540 631 19437
540 713 1215
540 742 23243
540 788 12264
541 776 30334
542 755 31406
543 889 30742
544 720 2585
544 809 3134
545 845 31542
547 629 24896
547 886 30530
550 609 23953
550 787 640
553 589 19315
553 851 20815
554 709 23214
554 803 23971
554 912 16191
555 877 23928
556 933 31636
557 713 14524
558 693 10556
558 860 21575
559 591 15326
560 727 8616
563 635 31823
563 686 32404
563 714 3721
564 720 30328
564 796 18840
565 778 227
566 578 14745
566 635 23793
566 659 27829
567 693 16244
567 907 3679
568 622 2159
568 631 20690
568 639 29207
568 700 18841
568 938 27969
569 614 4129
569 908 32025
570 651 23484
570 757 12141
570 929 25540
571 578 6126
571 937 14418
572 701 18594
572 931 15457
573 918 9573
574 721 12643
574 768 22019
576 593 5695
576 597 20500
576 620 2256
576 831 17355
577 809 12726
579 589 27693
579 713 4292
579 788 31023
580 689 19350
580 912 28703
582 603 29782
582 626 3970
582 668 18356
583 714 19566
583 716 10570
584 731 28820
584 931 17279
585 780 27550
586 848 10125
587 676 4043
588 785 1209
588 813 10658
589 643 22896
589 769 17891
589 776 7955
589 827 24735
589 847 23014
589 912 20274
589 913 28771
591 608 10108
591 632 28425
591 639 6345
591 824 22814
594 643 17882
594 667 30175
594 820 6820
595 597 22801
595 694 2116
595 710 20184
595 720 4392
598 612 7989
599 624 9305
599 680 17406
602 695 16639
603 864 28396
604 672 31169
604 828 4145
604 920 24107
605 649 4911
607 738 3125
607 928 31108
611 798 29795
612 674 11929
613 836 12104
615 788 15047
616 822 28293
616 829 3886
616 927 7858
618 630 26227
618 859 31787
618 942 25354
619 657 3670
620 633 28530
620 868 24759
621 801 26494
622 889 9714
623 637 11680
625 913 31087
627 732 29152
628 651 15227
630 635 24233
630 750 5561
630 816 18395
630 875 14985
632 827 30563
632 852 6680
632 860 25725
634 635 8719
634 676 23802
634 755 675
635 793 14826
635 931 12321
639 773 18332
640 890 19127
643 699 19417
644 803 22654
644 853 24625
644 879 17656
645 703 3338
645 745 784
646 769 25975
646 857 7217
646 894 1229
647 931 25651
648 746 31050
650 676 21765
651 838 26263
652 667 1442
654 692 2721
655 865 7641
657 815 12778
658 736 21539
659 778 21649
660 705 23044
665 695 14222
665 715 386
665 885 29045
666 722 20414
666 881 10579
666 896 24313
668 902 31251
669 786 18381
671 931 1216
672 725 7876
672 795 21653
674 933 24975
675 833 28944
677 837 18928
678 900 620
678 912 18693
682 888 23273
683 728 8127
683 814 27518
683 936 29474
684 889 18856
685 802 31015
687 906 1717
687 940 32368
688 935 11254
688 941 27573
692 817 9062
694 781 30847
696 771 23254
696 863 12203
696 905 25450
697 836 138
698 762 23671
699 735 13106
701 842 26233
702 837 12043
707 748 4380
710 922 14429
711 783 28503
712 784 22642
712 923 24118
713 839 1774
714 756 13504
716 876 552
716 881 5898
719 824 26509
720 737 29406
721 915 30137
722 727 2436
725 849 4039
726 735 20947
726 914 3713
727 827 25169
727 907 24548
728 807 17426
728 829 6791
728 902 19407
729 892 26876
730 927 22029
731 912 5355
732 858 10411
732 929 25826
733 873 20339
735 924 27218
735 946 22470
736 765 17767
736 807 345
736 932 4075
740 885 27781
742 781 9428
742 920 6905
746 811 22946
749 845 19313
751 880 4736
753 823 4517
754 947 16534
756 855 19699
758 939 32172
759 902 13910
761 897 27859
763 880 23376
765 775 21541
765 903 30778
765 938 26072
766 833 21604
766 851 31912
767 782 20226
768 836 1782
768 925 14796
769 774 874
769 888 15335
770 772 30616
770 893 3235
774 782 9947
775 847 31032
775 897 12826
776 924 19155
776 924 19187
778 888 30997
779 832 22671
779 852 4900
780 816 2813
780 864 15282
786 868 28756
788 832 21496
788 887 17901
791 797 23576
796 888 25542
796 888 18523
797 929 9159
798 804 30569
798 861 21061
798 862 16690
799 924 22769
803 826 28483
805 809 17885
806 934 30512
809 841 26552
810 836 21398
810 933 16725
811 836 4699
811 880 26152
812 910 26136
813 869 13195
821 936 16753
824 876 15727
825 834 30860
827 872 17370
837 889 18626
838 910 24823
839 902 21519
840 895 24994
841 910 1661
841 948 17870
843 848 24794
850 922 22919
851 857 15694
851 918 4796
852 920 30732
854 882 19043
854 938 28727
856 914 26889
860 919 11802
861 907 4582
864 916 13838
866 906 3865
867 884 19934
869 929 15767
885 898 1732
889 930 23414
896 912 25149
901 927 24129
912 934 15130
913 922 14683
915 934 14063
287 923
3 6 7 10 14 18 20 22 25 26 30 34 37 38 41 42 43 47 49 50 52 56 60 63 64 76 77 79 82 83 84 86 89 90 91 93 99 107 112 117 118 119 121 123 125 126 127 132 136 138 139 142 145 159 164 167 172 173 176 177 180 184 185 187 191 193 199 200 201 203 207 209 212 214 219 222 225 226 228 230 237 244 245 246 250 255 259 260 266 274 281 283 284 287 292 300 303 304 307 312 313 314 315 317 319 321 322 323 329 332 333 338 340 347 350 351 352 353 356 359 360 367 369 370 371 372 375 376 378 392 397 398 402 404 409 416 417 418 423 434 436 437 440 441 443 444 445 446 453 456 458 459 466 467 470 472 478 481 486 487 488 489 498 500 501 503 505 512 513 515 522 536 537 538 541 542 551 554 563 564 570 574 579 580 582 584 586 590 594 600 606 607 608 611 615 618 619 620 621 624 632 634 640 644 649 652 656 660 661 662 666 669 670 671 672 673 677 685 694 695 697 698 700 702 704 707 711 724 732 733 736 742 752 755 760 767 769 772 776 778 780 794 798 812 817 820 824 825 826 829 831 833 842 844 857 861 862 866 867 868 869 870 871 873 882 883 884 890 893 894 899 900 902 904 918 919 920 924 925 928 932 934 935 939 940 941 942 
746 922
437 88
315 408
323 911
184 785
70 333
197 836
663 927
853 49
370 297
123 774
408 417
386 284
661 373
532 254
287 23
392 596
255 240
96 764
222 376
352 341
249 774
553 777
256 669
564 737
449 197
810 402
731 507
24 602
49 679
411 775
281 1
806 392
188 886
547 377
948 75
450 520
867 58
671 309
22 864
867 605
490 526
622 431
382 72
548 875
21 235
60 756
345 635
824 615
4 32
378 93
165 452
826 61
463 53
257 641
489 162
313 154
838 324
491 858
639 783
805 426
493 727
600 825
685 712
197 724
621 596
22 829
586 203
723 232
866 899
73 336
310 745
680 352
928 531
100 147
785 256
437 284
474 49
7 201
48 942
418 516
405 56
434 615
777 480
303 751
570 556
872 755
628 612
330 902
236 195
854 753
817 47
122 749
495 843
572 76
79 944
103 674
356 390
376 523
277 523
516 316
538 120
263 902
51 467
28 905
50 17
765 468
921 624
261 692
880 352
85 236
552 486
20 736
688 733
202 217
39 420
387 155
290 155
415 516
628 502
257 752
339 411
513 293
228 48
686 566
758 687
112 126
886 432
905 874
587 224
258 919
93 119
556 481
747 405
647 237
509 357
935 644
38 602
765 192
362 153
661 218
656 874
150 757
686 22
617 369
348 729
174 16
938 377
395 365
560 907
921 782
465 768
584 176
143 890
119 904
948 780
902 912
482 476
95 655
811 4
117 617
60 323
766 778
662 900
891 172
194 627
779 635
621 723
830 649
619 508
413 402
309 805
896 630
844 545
202 568
121 38
746 925
510 878
820 866
382 845
569 610
687 559
943 127
219 842
831 451
933 462
468 237
458 77
100 250
371 405
717 661
792 344
429 946
918 766
14 199
573 877
229 174
689 625
354 327
290 533
663 373
181 942
164 18
333 198
658 460
38 580
222 226
817 878
445 139
668 383
326 505
411 570
227 673
660 631
907 770
278 836
660 27
756 531
441 789
420 902
66 685
38 814
134 114
555 385
305 617
421 829
174 374
453 474
639 878
810 507
408 657
760 96
172 894
885 124
454 1
686 296
156 405
766 443
621 306
798 187
24 756
52 488
935 200
902 460
25 730
197 479
27 748
723 183
417 594
484 623
832 747
212 551
543 679
186 292
315 857
91 809
535 799
838 881
716 331
374 671
828 100
472 774
225 394
163 811
21 58
582 623
667 630
941 73
564 604
134 403
432 828
541 616
594 98
589 398
295 656
514 329
885 565
772 552
626 919
581 890
837 315
886 372
935 587
549 505
59 855
839 125
775 550
360 551
945 246
251 856
22 315
17 821
844 665
272 461
842 881
156 18
892 429
484 246
292 145
401 135
72 681
136 871
189 184
377 345
156 87
24 408
362 295
71 427
909 231
620 205
845 805
756 370
368 343
936 377
598 393
272 79
667 621
517 387
886 502
531 292
554 416
394 588
943 300
276 7
468 800
124 604
594 350
230 65
483 509
463 613
320 186
534 405
392 364
723 631
162 579
782 543
108 354
283 794
145 112
541 157
484 583
801 834
698 194
401 217
158 612
168 146
59 765
95 217
482 66
605 57
41 391
739 449
10 725
11 425
788 120
9 549
694 609
502 775
929 681
145 189
425 844
660 892
527 478
232 3
658 226
219 95
886 940
729 872
884 800
60 780
115 135
441 839
266 189
500 847
759 624
419 689
552 916
689 691
240 304
344 235
608 616
858 156
866 455
440 99
766 195
832 321
635 699
